year,direction_ferme,total_value,total_relative,total_slope,total_reg,total_relative,total_peace_reg_memory,total_peace_reg_no_memory,total_avg_war_loss_memory,total_avg_war_loss_no_memory,imports_value,imports_relative,imports_slope,imports_reg,imports_relative,imports_peace_reg_memory,imports_peace_reg_no_memory,imports_avg_war_loss_memory,imports_avg_war_loss_no_memory,exports_value,exports_relative,exports_slope,exports_reg,exports_relative,exports_peace_reg_memory,exports_peace_reg_no_memory,exports_avg_war_loss_memory,exports_avg_war_loss_no_memory,total_no_colonial_product_value,total_no_colonial_product_relative,total_no_colonial_product_slope,total_no_colonial_product_reg,total_no_colonial_product_relative,total_no_colonial_product_peace_reg_memory,total_no_colonial_product_peace_reg_no_memory,total_no_colonial_product_avg_war_loss_memory,total_no_colonial_product_avg_war_loss_no_memory,total_no_colonial_trade_value,total_no_colonial_trade_relative,total_no_colonial_trade_slope,total_no_colonial_trade_reg,total_no_colonial_trade_relative,total_no_colonial_trade_peace_reg_memory,total_no_colonial_trade_peace_reg_no_memory,total_no_colonial_trade_avg_war_loss_memory,total_no_colonial_trade_avg_war_loss_no_memory,imports_no_colonial_product_value,imports_no_colonial_product_relative,imports_no_colonial_product_slope,imports_no_colonial_product_reg,imports_no_colonial_product_relative,imports_no_colonial_product_peace_reg_memory,imports_no_colonial_product_peace_reg_no_memory,imports_no_colonial_product_avg_war_loss_memory,imports_no_colonial_product_avg_war_loss_no_memory,exports_no_colonial_product_value,exports_no_colonial_product_relative,exports_no_colonial_product_slope,exports_no_colonial_product_reg,exports_no_colonial_product_relative,exports_no_colonial_product_peace_reg_memory,exports_no_colonial_product_peace_reg_no_memory,exports_no_colonial_product_avg_war_loss_memory,exports_no_colonial_product_avg_war_loss_no_memory,imports_no_colonial_trade_value,imports_no_colonial_trade_relative,imports_no_colonial_trade_slope,imports_no_colonial_trade_reg,imports_no_colonial_trade_relative,imports_no_colonial_trade_peace_reg_memory,imports_no_colonial_trade_peace_reg_no_memory,imports_no_colonial_trade_avg_war_loss_memory,imports_no_colonial_trade_avg_war_loss_no_memory,exports_no_colonial_trade_value,exports_no_colonial_trade_relative,exports_no_colonial_trade_slope,exports_no_colonial_trade_reg,exports_no_colonial_trade_relative,exports_no_colonial_trade_peace_reg_memory,exports_no_colonial_trade_peace_reg_no_memory,exports_no_colonial_trade_avg_war_loss_memory,exports_no_colonial_trade_avg_war_loss_no_memory
1748,La Rochelle,23030805.99066665,0.07288519716254867,-0.7,16022612.106987804,0.07288519716254867,5605692.8009478105,5605692.8009478105,47.4%,42.5%,8188965.94091793,0.06017129279032661,-0.5,6846943.916922576,0.06017129279032661,734949.1250001653,734949.1250001653,149.9%,144.1%,14841840.04974872,0.08250362138350326,-0.8,8996810.506989058,0.08250362138350326,8785777.044530276,8785777.044530276,-0.4%,-1.6%,17366464.300394785,,-1.3,13096166.535714643,,4432533.922023923,4432533.922023923,44.1%,34.1%,2395405.60849506,,1.8,3181773.9449650906,,710791.7701116788,710791.7701116788,8.1%,-17.7%,4638988.30455933,,-1.0,4779565.255604671,,488243.6632729781,488243.6632729781,99.7%,86.6%,12727475.995835455,,-1.4,7991675.321695464,,6909290.400946994,6909290.400946994,7.4%,2.2%,1197702.80424753,,1.8,1575529.0985407017,,355395.88505583873,355395.88505583873,9.3%,-17.2%,1197702.80424753,,1.8,1590886.972482548,,355395.88505583873,355395.88505583873,8.1%,-17.7%
1775,Marseille,152787784.539378,0.24442011303897138,1.1,146814012.0103885,0.24442011303897138,,,-39.5%,-30.6%,80127942.9938165,0.2734179904450516,1.8,85082845.84026769,0.2734179904450516,,,-40.0%,-29.8%,72659841.54556148,0.21882665909130491,0.3,58594003.60700357,0.21882665909130491,,,-41.6%,-33.6%,121943636.64649874,,0.9,120683830.2354568,,,,-38.2%,-27.0%,121320676.70099051,,1.5,133989238.59021832,,,,-35.9%,-21.0%,65460153.100987256,,1.6,70956474.54004112,,,,-38.0%,-24.8%,56483483.545511484,,0.1,48251808.97196486,,,,-40.0%,-29.9%,60660338.35049526,,1.5,67392746.27917486,,,,-35.4%,-19.2%,60660338.35049526,,1.5,66994619.29510904,,,,-35.9%,-21.0%
1775,Rouen,65971194.48840465,0.10553649208792615,2.5,75646880.55576693,0.10553649208792615,,,30.0%,25.3%,33387256.816037748,0.11392625748321478,3.3,47878894.64944471,0.11392625748321478,,,53.9%,47.8%,32583937.6723669,0.09813170616966366,1.3,26975976.50837041,0.09813170616966366,,,6.6%,3.6%,38917118.56775449,,2.0,49821436.37463313,,,,97.5%,93.3%,32476506.51505884,,3.1,52808843.15651297,,,,157.2%,145.3%,23083616.70752961,,3.0,33371044.633621,,,,126.8%,119.7%,15833501.86022488,,0.1,15772914.117901227,,,,71.2%,70.8%,16238253.25752942,,3.1,26404421.578256436,,,,157.2%,145.3%,16238253.25752942,,3.1,26404421.578256436,,,,157.2%,145.3%
1775,Bordeaux,122460882.93295458,0.19590507801106738,3.7,123792669.8757618,0.19590507801106738,,,-49.2%,-57.2%,47402819.63788838,0.16175110957011413,4.2,49428208.84838986,0.16175110957011413,,,-38.5%,-53.8%,75058063.29506621,0.2260492849881031,3.2,69515764.65886584,0.2260492849881031,,,-56.9%,-60.6%,39606589.29155147,,2.2,54048017.91161677,,,,-53.2%,-55.5%,24928661.73973972,,3.0,24813794.061771814,,,,-46.2%,-38.5%,13987543.97044363,,2.9,18584760.802177615,,,,-47.7%,-40.4%,25619045.32110784,,1.9,34810226.36982797,,,,-53.5%,-55.1%,12464330.86986986,,3.0,12887822.466643043,,,,-47.0%,-41.8%,12464330.86986986,,3.0,12406897.03088606,,,,-46.2%,-38.5%
1775,Nantes,,0.0,1.2,37425751.96273184,0.0,,,-41.9%,-38.6%,9274319.78045202,0.031646461675818506,1.1,15904199.117921278,0.031646461675818506,,,-48.6%,-46.3%,,0.0,0.6,17212183.99234516,0.0,,,-24.4%,13.7%,,,0.6,20531375.829496574,,,,-23.1%,6.9%,,,-0.2,9138782.706537949,,,,-30.2%,53.9%,5523338.95247454,,0.0,6869919.786668153,,,,-34.6%,31.5%,,,0.6,11517469.793433085,,,,-6.7%,42.0%,5488098.80215383,,-0.1,4629383.232368753,,,,-31.5%,56.8%,,,-0.2,4569391.353268966,,,,-30.2%,53.9%
1775,Bayonne,,0.0,0.1,18237273.823177196,0.0,,,22.6%,40.3%,5270909.79216836,0.017985755147901808,0.3,6709956.575276249,0.017985755147901808,,,13.4%,23.8%,,0.0,-0.4,11101907.032859217,0.0,,,29.2%,49.7%,,,0.3,16580205.950681228,,,,31.5%,49.0%,,,0.5,11372023.78309945,,,,29.0%,37.4%,4471157.12116435,,0.4,5713314.802746316,,,,28.9%,36.9%,,,0.2,10612209.295209419,,,,31.3%,52.7%,4460449.32115738,,0.5,5636566.640221181,,,,30.1%,37.3%,,,0.5,5686011.891549725,,,,29.0%,37.4%
1775,La Rochelle,21914111.126649827,0.035056791581030256,-0.7,13142860.17886528,0.035056791581030256,,,47.4%,42.5%,10256685.78201927,0.0349985574366043,-0.5,5933134.097471586,0.0349985574366043,,,149.9%,144.1%,11657425.344630554,0.035108188891001466,-0.8,7197549.146873909,0.035108188891001466,,,-0.4%,-1.6%,18095687.265619174,,-1.3,9288851.978462568,,,,44.1%,34.1%,11078295.12898106,,1.8,5233905.704028015,,,,8.1%,-17.7%,7562050.01605171,,-1.0,3685697.5263653453,,,,99.7%,86.6%,10533637.249567466,,-1.4,5535830.822760907,,,,7.4%,2.2%,5539147.56449053,,1.8,2578804.5643627294,,,,9.3%,-17.2%,5539147.56449053,,1.8,2616952.852014031,,,,8.1%,-17.7%
1773,Marseille,191943367.39045435,0.2887568111190188,1.1,143528473.3163922,0.2887568111190188,,,-39.5%,-30.6%,108209078.53882237,0.3269012249366679,1.8,82074965.06564157,0.3269012249366679,,,-40.0%,-29.8%,83734288.85163197,0.25092033978726835,0.3,58270524.99834707,0.25092033978726835,,,-41.6%,-33.6%,154538138.98242465,,0.9,118545043.06973015,,,,-38.2%,-27.0%,167201810.77750635,,1.5,130102955.13825357,,,,-35.9%,-21.0%,89319211.58882779,,1.6,68723083.40989327,,,,-38.0%,-24.8%,65218927.39359686,,0.1,48185098.429570735,,,,-40.0%,-29.9%,83600905.38875318,,1.5,65350009.07984855,,,,-35.4%,-19.2%,83600905.38875318,,1.5,65051477.56912689,,,,-35.9%,-21.0%
1773,Rouen,69964917.04095002,0.10525420393325943,2.5,71897756.40252814,0.10525420393325943,,,30.0%,25.3%,44410546.42205017,0.1341649168583055,3.3,44800842.5569746,0.1341649168583055,,,53.9%,47.8%,25554370.61889985,0.07657688918939408,1.3,26303753.250326045,0.07657688918939408,,,6.6%,3.6%,39331512.47777855,,2.0,47877169.24795584,,,,97.5%,93.3%,42688616.16647628,,3.1,49618983.53443595,,,,157.2%,145.3%,26628464.28334224,,3.0,31409286.470926218,,,,126.8%,119.7%,12703048.19443631,,0.1,15738653.896581242,,,,71.2%,70.8%,21344308.08323814,,3.1,24809491.767217927,,,,157.2%,145.3%,21344308.08323814,,3.1,24809491.767217927,,,,157.2%,145.3%
1773,Bordeaux,144954494.45848155,0.2180674338804072,3.7,114947974.94736898,0.2180674338804072,,,-49.2%,-57.2%,75613889.3156951,0.22843067673529938,4.2,45485824.11015015,0.22843067673529938,,,-38.5%,-53.8%,69340605.14278644,0.20778785420046805,3.2,65246522.29095541,0.20778785420046805,,,-56.9%,-60.6%,66530868.97102955,,2.2,51682927.48687178,,,,-53.2%,-55.5%,51819951.16812219,,3.0,23380590.125463914,,,,-46.2%,-38.5%,36732577.483376175,,2.9,17528975.882819038,,,,-47.7%,-40.4%,29798291.48765337,,1.9,33519505.196434766,,,,-53.5%,-55.1%,25909975.584061094,,3.0,12126425.755704427,,,,-47.0%,-41.8%,25909975.584061094,,3.0,11690295.062732102,,,,-46.2%,-38.5%
1773,Nantes,,0.0,1.2,36552825.30658612,0.0,,,-41.9%,-38.6%,,0.0,1.1,15565933.904070942,0.0,,,-48.6%,-46.3%,2342934.25,0.007020897486224615,0.6,17005085.09814782,0.007020897486224615,,,-24.4%,13.7%,,,0.6,20305166.244957294,,,,-23.1%,6.9%,,,-0.2,9175208.388408897,,,,-30.2%,53.9%,,,0.0,6866795.570590443,,,,-34.6%,31.5%,2342157.25,,0.6,11377117.031658996,,,,-6.7%,42.0%,,,-0.1,4643122.570306698,,,,-31.5%,56.8%,,,-0.2,4587604.194204432,,,,-30.2%,53.9%
1773,Bayonne,13977718.417804586,0.02102787635706319,0.1,18201846.33819041,0.02102787635706319,,,22.6%,40.3%,5139273.952221455,0.015525822536817507,0.3,6673491.578809601,0.015525822536817507,,,13.4%,23.8%,8838444.46558313,0.02648551171700549,-0.4,11191535.110493366,0.02648551171700549,,,29.2%,49.7%,12241626.234269615,,0.3,16471911.93625834,,,,31.5%,49.0%,8630619.87742167,,0.5,11257116.445965266,,,,29.0%,37.4%,4323016.038751705,,0.4,5668607.645315081,,,,28.9%,36.9%,7918610.195517911,,0.2,10580059.632284092,,,,31.3%,52.7%,4315309.938710835,,0.5,5584180.149180956,,,,30.1%,37.3%,4315309.938710835,,0.5,5628558.222982632,,,,29.0%,37.4%
1773,La Rochelle,27086761.959642556,0.0407489308609228,-0.7,13337163.498301856,0.0407489308609228,,,47.4%,42.5%,10656918.011046315,0.032194706755688744,-0.5,5996426.369984411,0.032194706755688744,,,149.9%,144.1%,16429843.948596241,0.04923409612444825,-0.8,7317499.614943727,0.04923409612444825,,,-0.4%,-1.6%,22992573.483803757,,-1.3,9528237.453427076,,,,44.1%,34.1%,12268785.949076328,,1.8,5044455.508701911,,,,8.1%,-17.7%,7923580.668951894,,-1.0,3757338.615458018,,,,99.7%,86.6%,15068992.814851861,,-1.4,5688454.550895298,,,,7.4%,2.2%,6134392.974538164,,1.8,2486378.094079029,,,,9.3%,-17.2%,6134392.974538164,,1.8,2522227.754350978,,,,8.1%,-17.7%
1754,Marseille,,0.0,1.1,115759960.84636731,0.0,,,-39.5%,-30.6%,74212763.01663029,0.2994046431296914,1.8,58306013.064919606,0.2994046431296914,,,-40.0%,-29.8%,,0.0,0.3,55285167.171872266,0.0,,,-41.6%,-33.6%,,,0.9,100025188.2149806,,,,-38.2%,-27.0%,,,1.5,98367347.32771826,,,,-35.9%,-21.0%,60963457.263604134,,1.6,50716982.47076674,,,,-38.0%,-24.8%,,,0.1,47555930.30865714,,,,-40.0%,-29.9%,56397374.95040836,,1.5,48781413.68233134,,,,-35.4%,-19.2%,,,1.5,49183673.66385903,,,,-35.9%,-21.0%
1754,Rouen,,0.0,2.5,44360489.120365426,0.0,,,30.0%,25.3%,,0.0,3.3,23830645.725690976,0.0,,,53.9%,47.8%,,0.0,1.3,20696786.488361266,0.0,,,6.6%,3.6%,,,2.0,32801564.52707814,,,,97.5%,93.3%,,,3.1,27452971.139151737,,,,157.2%,145.3%,,,3.0,17664307.796258196,,,,126.8%,119.7%,,,0.1,15416870.56083955,,,,71.2%,70.8%,,,3.1,13726485.569575842,,,,157.2%,145.3%,,,3.1,13726485.569575842,,,,157.2%,145.3%
1754,Bordeaux,121966756.17763135,0.2234106355930006,3.7,56841048.13453862,0.2234106355930006,,,-49.2%,-57.2%,31255901.025259398,0.12609909012642045,4.2,20650825.48198282,0.12609909012642045,,,-38.5%,-53.8%,90710855.15237194,0.3043344372519686,3.2,35732300.38388651,0.3043344372519686,,,-56.9%,-60.6%,66310170.359335676,,2.2,33785999.83990069,,,,-53.2%,-55.5%,14039651.84996963,,3.0,13286092.47791907,,,,-46.2%,-38.5%,11602374.678187165,,2.9,10056629.178974705,,,,-47.7%,-40.4%,54707795.68114851,,1.9,23410448.783815417,,,,-53.5%,-55.1%,7019825.924984815,,3.0,6799685.883751628,,,,-47.0%,-41.8%,7019825.924984815,,3.0,6643046.238959617,,,,-46.2%,-38.5%
1754,Nantes,,0.0,1.2,29211233.853558183,0.0,,,-41.9%,-38.6%,,0.0,1.1,12690457.224587867,0.0,,,-48.6%,-46.3%,23458883.6953589,0.07870443020291326,0.6,15157783.225556767,0.07870443020291326,,,-24.4%,13.7%,,,0.6,18276678.311546206,,,,-23.1%,6.9%,,,-0.2,9528575.946633402,,,,-30.2%,53.9%,,,0.0,6837186.288617744,,,,-34.6%,31.5%,13366967.62679038,,0.6,10126190.416033769,,,,-6.7%,42.0%,,,-0.1,4775697.198712083,,,,-31.5%,56.8%,,,-0.2,4764287.973316692,,,,-30.2%,53.9%
1754,Bayonne,17289380.204127267,0.031669542926825174,0.1,17868698.8526713,0.031669542926825174,,,22.6%,40.3%,7119275.74017082,0.028722070512993265,0.3,6336807.076807994,0.028722070512993265,,,13.4%,23.8%,10170104.463956445,0.03412064646103148,-0.4,12079928.863853632,0.03412064646103148,,,29.2%,49.7%,14359334.10815467,,0.3,15477751.708460625,,,,31.5%,49.0%,11083195.9166441,,0.5,10221778.162544854,,,,29.0%,37.4%,5607412.15855283,,0.4,5260956.553784425,,,,28.9%,36.9%,8751921.94960184,,0.2,10279454.06576099,,,,31.3%,52.7%,5541597.95832205,,0.5,5110163.294220437,,,,30.1%,37.3%,5541597.95832205,,0.5,5110889.081272426,,,,29.0%,37.4%
1754,La Rochelle,20361898.042909946,0.03729757784999354,-0.7,15332485.280570125,0.03729757784999354,,,47.4%,42.5%,10592659.154740714,0.04273512001310212,-0.5,6632415.826121904,0.04273512001310212,,,149.9%,144.1%,9769238.888169233,0.03277574458334592,-0.8,8561588.804606143,0.03277574458334592,,,-0.4%,-1.6%,17077246.642831936,,-1.3,12133681.780905012,,,,44.1%,34.1%,4919767.484134648,,1.8,3553891.09419421,,,,8.1%,-17.7%,8679417.712880714,,-1.0,4511349.369058378,,,,99.7%,86.6%,8397828.929951223,,-1.4,7365519.474447964,,,,7.4%,2.2%,2459883.742067324,,1.8,1757843.4972208228,,,,9.3%,-17.2%,2459883.742067324,,1.8,1776945.547097108,,,,8.1%,-17.7%
1741,Marseille,115366928.14755526,0.2830808785115064,1.1,99923353.65805836,0.2830808785115064,,,-39.5%,-30.6%,51981444.31035,0.27461636470553574,1.8,46143431.50092662,0.27461636470553574,,,-40.0%,-29.8%,63385483.83720527,0.290422021451805,0.3,53331162.55328849,0.290422021451805,,,-41.6%,-33.6%,96362034.68260643,,0.9,89049690.66010538,,,,-38.2%,-27.0%,80442894.04194798,,1.5,81238712.65471984,,,,-35.9%,-21.0%,43933405.02597349,,1.6,41197641.46897757,,,,-38.0%,-24.8%,52428629.656632945,,0.1,47130186.83069822,,,,-40.0%,-29.9%,40221447.02097399,,1.5,39936096.96326532,,,,-35.4%,-19.2%,40221447.02097399,,1.5,40619356.32735999,,,,-35.9%,-21.0%
1741,Rouen,,0.0,2.5,31878976.55483264,0.0,,,30.0%,25.3%,,0.0,3.3,15472455.433774443,0.0,,,53.9%,47.8%,,0.0,1.3,17565741.028554123,0.0,,,6.6%,3.6%,,,2.0,25323515.236945573,,,,97.5%,93.3%,,,3.1,18310795.62091911,,,,157.2%,145.3%,,,3.0,11914350.45135005,,,,126.8%,119.7%,,,0.1,15200501.895913703,,,,71.2%,70.8%,,,3.1,9155397.810459603,,,,157.2%,145.3%,,,3.1,9155397.810459603,,,,157.2%,145.3%
1741,Bordeaux,,0.0,3.7,35107802.40841068,0.0,,,-49.2%,-57.2%,16893245.11635572,0.08924649215661466,4.2,12030818.682559317,0.08924649215661466,,,-38.5%,-53.8%,,0.0,3.2,23666955.391677875,0.0,,,-56.9%,-60.6%,,,2.2,25259482.264533587,,,,-53.2%,-55.5%,,,3.0,9025103.44619066,,,,-46.2%,-38.5%,9129363.11635372,,2.9,6876217.8362804465,,,,-47.7%,-40.4%,,,1.9,18312583.784630638,,,,-53.5%,-55.1%,5567610.61773067,,3.0,4577044.001004795,,,,-47.0%,-41.8%,,,3.0,4512551.723095386,,,,-46.2%,-38.5%
1741,Nantes,57237294.94207373,0.1404456545388895,1.2,25056915.2814544,0.1404456545388895,,,-41.9%,-38.6%,35906236.664446555,0.18969153923804358,1.1,11035429.083520345,0.18969153923804358,,,-48.6%,-46.3%,21331058.27762718,0.09773545439213749,0.6,14010837.141009696,0.09773545439213749,,,-24.4%,13.7%,41832532.55685453,,0.6,17006795.761408992,,,,-23.1%,6.9%,46874659.3672415,,-0.2,9778163.754947368,,,,-30.2%,53.9%,26872116.049812775,,0.0,6817000.902370033,,,,-34.6%,31.5%,14960416.507041752,,0.6,9350493.295346787,,,,-6.7%,42.0%,23437329.68362075,,-0.1,4868580.716469921,,,,-31.5%,56.8%,23437329.68362075,,-0.2,4889081.877473684,,,,-30.2%,53.9%
1741,Bayonne,,0.0,0.1,17644275.934292138,0.0,,,22.6%,40.3%,,0.0,0.3,6116283.8477088,0.0,,,13.4%,23.8%,,0.0,-0.4,12728079.118132912,0.0,,,29.2%,49.7%,,,0.3,14832332.974444583,,,,31.5%,49.0%,,,0.5,9568801.526067596,,,,29.0%,37.4%,,,0.4,4999059.44065943,,,,28.9%,36.9%,,,0.2,10078712.528684871,,,,31.3%,52.7%,,,0.5,4809232.932112464,,,,30.1%,37.3%,,,0.5,4784400.763033798,,,,29.0%,37.4%
1741,La Rochelle,16755715.98272359,0.04111423331313859,-0.7,16867117.688993208,0.04111423331313859,,,47.4%,42.5%,7074108.81087645,0.03737229834507479,-0.5,7106012.463137486,0.03737229834507479,,,149.9%,144.1%,9681607.17184714,0.04435955609286885,-0.8,9532609.78367284,0.04435955609286885,,,-0.4%,-1.6%,14140793.81729184,,-1.3,14315978.647624984,,,,44.1%,34.1%,4324248.1293385,,1.8,2796589.535210422,,,,8.1%,-17.7%,5488566.3145422,,-1.0,5112704.024841708,,,,99.7%,86.6%,8652227.50274964,,-1.4,8789780.346896023,,,,7.4%,2.2%,2162124.06466925,,1.8,1386586.669962812,,,,9.3%,-17.2%,2162124.06466925,,1.8,1398294.7676052232,,,,8.1%,-17.7%
1750,Marseille,151081185.75407392,0.32593167485033,1.1,110636770.00542016,0.32593167485033,,,-39.5%,-30.6%,75982636.59665267,0.35784144567793735,1.8,54256371.148713,0.35784144567793735,,,-40.0%,-29.8%,75098549.15742123,0.2989588021454384,0.3,54676428.96836557,0.2989588021454384,,,-41.6%,-33.6%,132061740.59148788,,0.9,96511264.16046709,,,,-38.2%,-27.0%,130044152.91970535,,1.5,92743919.06843624,,,,-35.9%,-21.0%,66170875.75685267,,1.6,47574542.529345274,,,,-38.0%,-24.8%,65890864.834635206,,0.1,47424524.29860581,,,,-40.0%,-29.9%,65022076.45985267,,1.5,45869011.15660435,,,,-35.4%,-19.2%,65022076.45985267,,1.5,46371959.5342182,,,,-35.9%,-21.0%
1750,Rouen,58474351.93556872,0.12614835769935456,2.5,40072363.207872786,0.12614835769935456,,,30.0%,25.3%,34308264.03838982,0.1615753197321748,3.3,20865074.64196076,0.1615753197321748,,,53.9%,47.8%,24166087.8971789,0.09620245359384602,1.3,19678138.533179555,0.09620245359384602,,,6.6%,3.6%,47099490.45446172,,2.0,30291375.835619796,,,,97.5%,93.3%,48778721.02002764,,3.1,24236604.30608402,,,,157.2%,145.3%,27801124.50739282,,3.0,15648516.100817258,,,,126.8%,119.7%,19298365.9470689,,0.1,15349969.573503748,,,,71.2%,70.8%,24389360.51001382,,3.1,12118302.153041987,,,,157.2%,145.3%,24389360.51001382,,3.1,12118302.153041987,,,,157.2%,145.3%
1750,Bordeaux,58859614.518199995,0.12697949546271958,3.7,49008890.157592535,0.12697949546271958,,,-49.2%,-57.2%,25152870.00595,0.11845784470020476,4.2,17487986.355860375,0.11845784470020476,,,-38.5%,-53.8%,33706744.51225,0.13418272492164102,3.2,31478143.01833453,0.13418272492164102,,,-56.9%,-60.6%,32360989.413890004,,2.2,30893807.994099647,,,,-53.2%,-55.5%,13315892.584280001,,3.0,11795649.546867425,,,,-46.2%,-38.5%,10678968.20494,,2.9,8946467.156670561,,,,-47.7%,-40.4%,21682021.20895,,1.9,21706571.96921062,,,,-53.5%,-55.1%,6657946.2921400005,,3.0,6019984.666286526,,,,-47.0%,-41.8%,6657946.2921400005,,3.0,5897824.773433785,,,,-46.2%,-38.5%
1750,Nantes,35756157.6544666,0.07713776068386789,1.2,27864466.55694058,0.07713776068386789,,,-41.9%,-38.6%,19368854.4025062,0.09121793045048975,1.1,12156373.211797424,0.09121793045048975,,,-48.6%,-46.3%,16387303.2519604,0.06523599464392578,0.6,14795217.407584783,0.06523599464392578,,,-24.4%,13.7%,16502110.326686598,,0.6,17876161.15492603,,,,-23.1%,6.9%,9494923.1858506,,-0.2,9604685.992980381,,,,-30.2%,53.9%,7673076.0026162,,0.0,6830969.042744997,,,,-34.6%,31.5%,8829034.3240704,,0.6,9880897.108642116,,,,-6.7%,42.0%,4747461.5929253,,-0.1,4804086.416965626,,,,-31.5%,56.8%,4747461.5929253,,-0.2,4802342.996490191,,,,-30.2%,53.9%
1750,Bayonne,16629982.3792202,0.03587632690687006,0.1,17799343.290435135,0.03587632690687006,,,22.6%,40.3%,7599680.99041,0.03579081950966751,0.3,6268119.96380917,0.03579081950966751,,,13.4%,23.8%,9030301.3888102,0.0359486050862569,-0.4,12275763.910346668,0.0359486050862569,,,29.2%,49.7%,14152472.9932002,,0.3,15276225.385851298,,,,31.5%,49.0%,13623254.1808,,0.5,10016252.17341326,,,,29.0%,37.4%,6811627.0904,,0.4,5178943.858219288,,,,28.9%,36.9%,7340845.9028002,,0.2,10217265.245617514,,,,31.3%,52.7%,6811627.0904,,0.5,5015616.554460269,,,,30.1%,37.3%,6811627.0904,,0.5,5008126.086706647,,,,29.0%,37.4%
1750,La Rochelle,21139169.5082234,0.04560412263361185,-0.7,15789185.657741021,0.04560412263361185,,,47.4%,42.5%,11434237.1939704,0.05384972344977909,-0.5,6774674.432811335,0.05384972344977909,,,149.9%,144.1%,9704932.314253,0.03863423424452296,-0.8,8849332.312491441,0.03863423424452296,,,-0.4%,-1.6%,16262212.007282399,,-1.3,12767141.145479564,,,,44.1%,34.1%,3494207.3879408,,1.8,3301269.0409803474,,,,8.1%,-17.7%,7578549.6939704,,-1.0,4688433.394640026,,,,99.7%,86.6%,8683662.313312,,-1.4,7777255.171068647,,,,7.4%,2.2%,1747103.6939704,,1.8,1634096.455514341,,,,9.3%,-17.2%,1747103.6939704,,1.8,1650634.5204901884,,,,8.1%,-17.7%
1744,Marseille,60782878.49634711,0.19675748626326692,1.1,103373962.48329306,0.19675748626326692,135028534.99808362,135028534.99808362,-39.5%,-30.6%,32198747.948294304,0.2268632909606048,1.8,48703126.29530847,0.2268632909606048,65962071.54714142,65962071.54714142,-40.0%,-29.8%,28584130.548052803,0.1711699980512483,0.3,53775866.20865513,0.1711699980512483,65572729.99251215,65572729.99251215,-41.6%,-33.6%,52177668.18760845,,0.9,91470477.2149799,,118335471.45300852,118335471.45300852,-38.2%,-27.0%,54888158.90976625,,1.5,84905763.13841173,,108109571.53204407,108109571.53204407,-35.9%,-21.0%,28740089.852575604,,1.6,43222157.62158075,,57064840.84212545,57064840.84212545,-38.0%,-24.8%,23437578.33503285,,0.1,47228095.7816431,,57676659.42404339,57676659.42404339,-40.0%,-29.9%,27444079.454883125,,1.5,41823162.69124737,,50707761.04877756,50707761.04877756,-35.4%,-19.2%,27444079.454883125,,1.5,42452881.56920593,,54054785.76602194,54054785.76602194,-35.9%,-21.0%
1744,Rouen,,0.0,2.5,34404709.76810238,0.0,,,30.0%,25.3%,,0.0,3.3,17094096.10122973,0.0,,,53.9%,47.8%,,0.0,1.3,18243394.72953286,0.0,,,6.6%,3.6%,,,2.0,26881633.809551377,,,,97.5%,93.3%,,,3.1,20104598.340015776,,,,157.2%,145.3%,,,3.0,13047820.314696755,,,,126.8%,119.7%,,,0.1,15250162.038409267,,,,71.2%,70.8%,,,3.1,10052299.17000787,,,,157.2%,145.3%,,,3.1,10052299.17000787,,,,157.2%,145.3%
1744,Bordeaux,46519817.77354969,0.1505871823279801,3.7,39236842.64856241,0.1505871823279801,75852197.08732973,75852197.08732973,-49.2%,-57.2%,18768215.945350405,0.13223555281276225,4.2,13628353.487674983,0.13223555281276225,24841197.560156405,24841197.560156405,-38.5%,-53.8%,27751601.82819929,0.16618457653858867,3.2,26027430.544414956,0.16618457653858867,51791285.09937305,51791285.09937305,-56.9%,-60.6%,25768339.198056355,,2.2,27013038.9109922,,50322865.10691945,50322865.10691945,-53.2%,-55.5%,10617157.8861478,,3.0,9867536.602007223,,22983675.18012308,22983675.18012308,-46.2%,-38.5%,7749348.642382155,,2.9,7506721.0021865405,,13251132.971200963,13251132.971200963,-47.7%,-40.4%,18018990.5556742,,1.9,19380433.956033636,,37411380.96191818,37411380.96191818,-53.5%,-55.1%,5308578.9430739,,3.0,5014818.122963433,,11491837.590062171,11491837.590062171,-47.0%,-41.8%,5308578.9430739,,3.0,4933768.301003638,,11491837.590061517,11491837.590061517,-46.2%,-38.5%
